,Model Type,MSE Score,MSE Raw Score,RMSE Score,Data Correlation,CV round,File
968,XGBoost,2372.304632237216,26704.205728885434,48.70630998379179,0.8599313432619169,2,transformed_data__impute__pct_change__log_all__local_smooth.csv
969,LightGBM,714.2973155296417,13583.547926077867,26.726341229761353,0.8599313432619169,2,transformed_data__impute__pct_change__log_all__local_smooth.csv
970,XGBoost,111.82068063059957,229471.34627407003,10.574529806596583,0.08842535679725247,3,transformed_data__impute__pct_change__log_all__local_smooth.csv
971,LightGBM,171.20010414732474,219562.0471536981,13.08434576688207,0.08842535679725247,3,transformed_data__impute__pct_change__log_all__local_smooth.csv
972,XGBoost,531756.4101866775,8105622595.363387,729.2162986293418,-0.8322883968206093,4,transformed_data__impute__pct_change__log_all__local_smooth.csv
973,LightGBM,545500.9810970398,8104434233.737363,738.58038228553,-0.8322883968206093,4,transformed_data__impute__pct_change__log_all__local_smooth.csv
974,XGBoost,1528344.5971795814,26410561.890793074,1236.2623496570545,0.8353672761388955,5,transformed_data__impute__pct_change__log_all__local_smooth.csv
975,LightGBM,84974110.51314037,38627803.70415991,9218.14029580481,0.8353672761388955,5,transformed_data__impute__pct_change__log_all__local_smooth.csv
976,XGBoost,210.90288536762017,1566.379552045288,14.5224958380996,0.10688571312447948,1,transformed_data__impute__pct_change__log_all__local_smooth.csv
977,LightGBM,345.49606658590744,1495.3575423547766,18.58752448783612,0.10688571312447948,1,transformed_data__impute__pct_change__log_all__local_smooth.csv
978,XGBoost,417.9959912054867,4567.9748793928175,20.44495026175135,-0.41721539717431394,2,transformed_data__impute__pct_change__log_all__local_smooth.csv
979,LightGBM,296.6600700030055,4708.635244654492,17.223822746504492,-0.41721539717431394,2,transformed_data__impute__pct_change__log_all__local_smooth.csv
980,XGBoost,324.2359482951891,43606.489901453984,18.006552926509535,0.5787911867742567,3,transformed_data__impute__pct_change__log_all__local_smooth.csv
981,LightGBM,366.58469039218926,43846.60875091014,19.146401499816857,0.5787911867742567,3,transformed_data__impute__pct_change__log_all__local_smooth.csv
982,XGBoost,768.0567069585162,67200.20889652282,27.713836020271827,-0.7957814715324558,4,transformed_data__impute__pct_change__log_all__local_smooth.csv
983,LightGBM,836.9556904286907,66668.00327380015,28.930186491426056,-0.7957814715324558,4,transformed_data__impute__pct_change__log_all__local_smooth.csv
984,XGBoost,468.46929890877254,4423.40406319888,21.644151609817662,0.5267203159993149,5,transformed_data__impute__pct_change__log_all__local_smooth.csv
985,LightGBM,6601.315739743492,15870.245237182036,81.24848146115404,0.5267203159993149,5,transformed_data__impute__pct_change__log_all__local_smooth.csv
986,XGBoost,0.18614517265910166,332.725123019288,0.4314454457507944,0.2215131604730814,1,transformed_data__impute__pct_change__log_all__local_smooth.csv
987,LightGBM,0.6359017572530316,330.97180277696015,0.7974344846149002,0.2215131604730814,1,transformed_data__impute__pct_change__log_all__local_smooth.csv
988,XGBoost,0.1099364065210947,1375.9821946462314,0.3315665943986135,0.9741020352599554,2,transformed_data__impute__pct_change__log_all__local_smooth.csv
989,LightGBM,0.23231909191633587,1379.8318635851074,0.48199490860001404,0.9741020352599554,2,transformed_data__impute__pct_change__log_all__local_smooth.csv
990,XGBoost,0.873934287757267,2682.8414392733853,0.934844525981335,0.7248197722441717,3,transformed_data__impute__pct_change__log_all__local_smooth.csv
991,LightGBM,1.842312296659998,2647.2641721970217,1.3573180528748587,0.7248197722441717,3,transformed_data__impute__pct_change__log_all__local_smooth.csv
992,XGBoost,0.043866904996242836,3971.874012303048,0.20944427658984344,0.6666169200428136,4,transformed_data__impute__pct_change__log_all__local_smooth.csv
993,LightGBM,0.0729770476760293,3982.3922403163106,0.2701426432017524,0.6666169200428136,4,transformed_data__impute__pct_change__log_all__local_smooth.csv
994,XGBoost,10.2828269692079,8172.75457413406,3.2066847318075875,0.9848235472272546,5,transformed_data__impute__pct_change__log_all__local_smooth.csv
995,LightGBM,20.92372683484687,8401.567275267453,4.57424604004276,0.9848235472272546,5,transformed_data__impute__pct_change__log_all__local_smooth.csv
996,XGBoost,1209378.259945446,16163267.286532244,1099.7173545713672,-0.7127656950864567,1,transformed_data__impute__pct_change__log_all__local_smooth.csv
997,LightGBM,385350.22372312535,12728958.678384682,620.765836465833,-0.7127656950864567,1,transformed_data__impute__pct_change__log_all__local_smooth.csv
998,XGBoost,4496161.3115788,53654756.74932984,2120.415362984055,-0.5587741827078336,2,transformed_data__impute__pct_change__log_all__local_smooth.csv
999,LightGBM,3618439.161511109,56040315.45803991,1902.2195355718302,-0.5587741827078336,2,transformed_data__impute__pct_change__log_all__local_smooth.csv
1000,XGBoost,1559049.45325597,53240551.261412606,1248.6190184583807,0.5538043406096999,3,transformed_data__impute__pct_change__log_all__local_smooth.csv
1001,LightGBM,1155951.5465471947,52784568.67054551,1075.1518713871053,0.5538043406096999,3,transformed_data__impute__pct_change__log_all__local_smooth.csv
1002,XGBoost,313517.5487282359,34511408.561114356,559.9263779535984,-0.695389067781615,4,transformed_data__impute__pct_change__log_all__local_smooth.csv
1003,LightGBM,261645.70629257464,33831711.9561542,511.5131535870555,-0.695389067781615,4,transformed_data__impute__pct_change__log_all__local_smooth.csv
1004,XGBoost,6793994.500505605,45892703.20887945,2606.529205764939,-0.6092606209103221,5,transformed_data__impute__pct_change__log_all__local_smooth.csv
1005,LightGBM,9530729.894270996,52154959.1082931,3087.18802379625,-0.6092606209103221,5,transformed_data__impute__pct_change__log_all__local_smooth.csv
1006,XGBoost,1.767593534260229e+243,3.3777110615618274e+77,4.2042758404512765e+121,0.05378151375332318,1,transformed_data__impute__pct_change__log_all__relative_transform.csv
1007,LightGBM,1.767593534260229e+243,6.437851818427343e+151,4.2042758404512765e+121,0.05378151375332318,1,transformed_data__impute__pct_change__log_all__relative_transform.csv
1008,XGBoost,2.464852910460109e+43,36416247007503.52,4.964728502607276e+21,0.18168599242197642,1,transformed_data__impute__pct_change__log_all__relative_transform.csv
1009,LightGBM,2.464852910460108e+43,36728279709999.37,4.964728502607276e+21,0.18168599242197642,1,transformed_data__impute__pct_change__log_all__relative_transform.csv
1010,XGBoost,1.9800676008447442e+52,1.002812979686191e+22,1.4071487486562123e+26,-0.1823724961633521,2,transformed_data__impute__pct_change__log_all__relative_transform.csv
1011,LightGBM,1.9800676008447423e+52,9.524218359315282e+20,1.4071487486562116e+26,-0.1823724961633521,2,transformed_data__impute__pct_change__log_all__relative_transform.csv
1012,XGBoost,0.0,8515013972853.028,0.0,0.9948737522802309,3,transformed_data__impute__pct_change__log_all__relative_transform.csv
1013,LightGBM,0.0,8515013972853.028,0.0,0.9948737522802309,3,transformed_data__impute__pct_change__log_all__relative_transform.csv
1014,XGBoost,1.2842022820916374e+28,5460340204565.761,113322649196514.88,-0.9999039891849746,4,transformed_data__impute__pct_change__log_all__relative_transform.csv
1015,LightGBM,1.2842022820916374e+28,5460340204565.761,113322649196514.88,-0.9999039891849746,4,transformed_data__impute__pct_change__log_all__relative_transform.csv
1016,XGBoost,2.4216206660618863e+89,25590934083756.45,4.920996510933417e+44,0.999992077479611,5,transformed_data__impute__pct_change__log_all__relative_transform.csv
1017,LightGBM,2.4216206660618863e+89,25590934083756.45,4.920996510933417e+44,0.999992077479611,5,transformed_data__impute__pct_change__log_all__relative_transform.csv
1018,XGBoost,inf,inf,inf,-0.4411560399037049,2,transformed_data__impute__pct_change__log_all__relative_transform.csv
1019,LightGBM,inf,inf,inf,-0.4411560399037049,2,transformed_data__impute__pct_change__log_all__relative_transform.csv
1020,XGBoost,inf,inf,inf,0.0,3,transformed_data__impute__pct_change__log_all__relative_transform.csv
1021,LightGBM,inf,inf,inf,0.0,3,transformed_data__impute__pct_change__log_all__relative_transform.csv
1022,XGBoost,inf,inf,inf,-0.0,4,transformed_data__impute__pct_change__log_all__relative_transform.csv
1023,LightGBM,inf,inf,inf,-0.0,4,transformed_data__impute__pct_change__log_all__relative_transform.csv
1024,XGBoost,2676.5441078150375,3118.2405879872376,51.73532746407466,-0.7767739285958178,1,transformed_data__impute__pct_change__log_all__sliding_window_log.csv
1025,LightGBM,1197.072431191238,4808.689270008877,34.59873453164491,-0.7767739285958178,1,transformed_data__impute__pct_change__log_all__sliding_window_log.csv
1026,XGBoost,88.61413789259304,86147.01397561988,9.413508266984898,0.9378058138850502,2,transformed_data__impute__pct_change__log_all__sliding_window_log.csv
1027,LightGBM,49.643425507261114,87675.70420302155,7.045809074000027,0.9378058138850502,2,transformed_data__impute__pct_change__log_all__sliding_window_log.csv
1028,XGBoost,654.995472377185,360098.141373317,25.59287932955542,-0.707272122741994,3,transformed_data__impute__pct_change__log_all__sliding_window_log.csv
1029,LightGBM,616.0981767896885,361035.7764921932,24.821325040974113,-0.707272122741994,3,transformed_data__impute__pct_change__log_all__sliding_window_log.csv
1030,XGBoost,906.6685955610853,6187599.755046694,30.110938138176387,-0.18608312008088337,4,transformed_data__impute__pct_change__log_all__sliding_window_log.csv
1031,LightGBM,149.94714909944702,6255575.822585127,12.245290894847987,-0.18608312008088337,4,transformed_data__impute__pct_change__log_all__sliding_window_log.csv
1032,XGBoost,10431.432693199953,35453228.53751707,102.13438545955007,0.9863042276201441,5,transformed_data__impute__pct_change__log_all__sliding_window_log.csv
1033,LightGBM,11935.469377178866,35384003.65980882,109.24957380776763,0.9863042276201441,5,transformed_data__impute__pct_change__log_all__sliding_window_log.csv
1034,XGBoost,591.8437830926198,2508.6962870050356,24.327839671713964,0.35337116639847516,1,transformed_data__impute__pct_change__log_all__sliding_window_log.csv
1035,LightGBM,479.78993064475054,2711.000074662083,21.904107620369988,0.35337116639847516,1,transformed_data__impute__pct_change__log_all__sliding_window_log.csv
1036,XGBoost,12.48085161799812,6347.423548362726,3.5328248779125917,-0.2729628860927136,2,transformed_data__impute__pct_change__log_all__sliding_window_log.csv
1037,LightGBM,25.664223933555167,5810.028555076967,5.065986965395308,-0.2729628860927136,2,transformed_data__impute__pct_change__log_all__sliding_window_log.csv
1038,XGBoost,5.40933913338321,2568.4239791207765,2.325798601208456,0.9294052019852136,3,transformed_data__impute__pct_change__log_all__sliding_window_log.csv
1039,LightGBM,6.526724006293203,2514.576841937588,2.554745389719532,0.9294052019852136,3,transformed_data__impute__pct_change__log_all__sliding_window_log.csv
1040,XGBoost,61.66805352146881,991.0025985346331,7.852900962158431,0.6029886668020615,4,transformed_data__impute__pct_change__log_all__sliding_window_log.csv
1041,LightGBM,67.91047135766692,968.1249724751212,8.240780991973207,0.6029886668020615,4,transformed_data__impute__pct_change__log_all__sliding_window_log.csv
1042,XGBoost,15.68853442075471,4102.380373730041,3.960875461404298,-0.30017957945915363,5,transformed_data__impute__pct_change__log_all__sliding_window_log.csv
1043,LightGBM,75.44350569301295,3392.6454953010766,8.685822108068582,-0.30017957945915363,5,transformed_data__impute__pct_change__log_all__sliding_window_log.csv
1044,XGBoost,38.81529985403684,647.2306054857091,6.2301926016806926,-0.030789867367380857,1,transformed_data__impute__pct_change__log_all__sliding_window_log.csv
1045,LightGBM,28.452991515305236,675.0585172139358,5.334134561042235,-0.030789867367380857,1,transformed_data__impute__pct_change__log_all__sliding_window_log.csv
1046,XGBoost,0.8055617345465711,1721.8730543710994,0.8975309100786285,0.9691995715990515,2,transformed_data__impute__pct_change__log_all__sliding_window_log.csv
1047,LightGBM,4.317525654188235,1932.526885542959,2.077865648733872,0.9691995715990515,2,transformed_data__impute__pct_change__log_all__sliding_window_log.csv
1048,XGBoost,6.116511755241656,2861.6520002957145,2.4731582551955014,0.5916416406328417,3,transformed_data__impute__pct_change__log_all__sliding_window_log.csv
1049,LightGBM,6.892343677372893,2847.819633280589,2.625327346708005,0.5916416406328417,3,transformed_data__impute__pct_change__log_all__sliding_window_log.csv
1050,XGBoost,1.4269259588684937,4612.993650643803,1.1945400616423434,0.884996922064445,4,transformed_data__impute__pct_change__log_all__sliding_window_log.csv
1051,LightGBM,1.4468200174019876,4616.703681037726,1.2028383172321988,0.884996922064445,4,transformed_data__impute__pct_change__log_all__sliding_window_log.csv
1052,XGBoost,0.4059030872965842,10822.978105572836,0.637105240361892,0.9827466195550895,5,transformed_data__impute__pct_change__log_all__sliding_window_log.csv
1053,LightGBM,0.6373728932767088,10785.062946164699,0.7983563698478949,0.9827466195550895,5,transformed_data__impute__pct_change__log_all__sliding_window_log.csv
1054,XGBoost,610599.6840337856,172796.7009048389,781.4087816461916,0.4128568221688156,1,transformed_data__impute__pct_change__log_all__sliding_window_log.csv
1055,LightGBM,387758.2341017926,244109.74716938767,622.7023639763966,0.4128568221688156,1,transformed_data__impute__pct_change__log_all__sliding_window_log.csv
1056,XGBoost,36594.17647820393,499266.0189784474,191.2960440735875,-0.8225346682660716,2,transformed_data__impute__pct_change__log_all__sliding_window_log.csv
1057,LightGBM,28660.74694649104,427558.5000250838,169.29485209684032,-0.8225346682660716,2,transformed_data__impute__pct_change__log_all__sliding_window_log.csv
1058,XGBoost,758164.3984526793,344128.9836195188,870.726362557537,-0.6776133274541088,3,transformed_data__impute__pct_change__log_all__sliding_window_log.csv
1059,LightGBM,540908.5529434836,506635.2048418655,735.464855002252,-0.6776133274541088,3,transformed_data__impute__pct_change__log_all__sliding_window_log.csv
1060,XGBoost,250364.6632396367,565751.5213138416,500.3645303572553,-0.2158279953543598,4,transformed_data__impute__pct_change__log_all__sliding_window_log.csv
1061,LightGBM,100596.54937142473,521392.74001522193,317.1695908680792,-0.2158279953543598,4,transformed_data__impute__pct_change__log_all__sliding_window_log.csv
1062,XGBoost,47045.282048348374,2129618.180271689,216.89924400132975,0.08327813463280145,5,transformed_data__impute__pct_change__log_all__sliding_window_log.csv
1063,LightGBM,983647.9606970722,802541.8056219692,991.7902806022412,0.08327813463280145,5,transformed_data__impute__pct_change__log_all__sliding_window_log.csv
1064,XGBoost,54082440735047.74,29114914152276.914,7354076.470573837,0.15802653138470546,1,transformed_data__impute__pct_change__log_all__soft_clipping.csv
1065,LightGBM,6021120172753.064,5822003258113.929,2453797.092824316,0.15802653138470546,1,transformed_data__impute__pct_change__log_all__soft_clipping.csv
1066,XGBoost,7.398727987554539e+28,2.1006009874960804e+29,272006029116167.56,-0.2504143172791168,2,transformed_data__impute__pct_change__log_all__soft_clipping.csv
1067,LightGBM,4.757356577726171e+34,4.765486277202857e+34,2.1811365334903203e+17,-0.2504143172791168,2,transformed_data__impute__pct_change__log_all__soft_clipping.csv
1068,XGBoost,7.516667255841342e+32,7.51666725641536e+32,2.7416541094458544e+16,0.7578846225725712,3,transformed_data__impute__pct_change__log_all__soft_clipping.csv
1069,LightGBM,5.0245251700579854e+36,5.0245251700626794e+36,2.2415452638878354e+18,0.7578846225725712,3,transformed_data__impute__pct_change__log_all__soft_clipping.csv
1070,XGBoost,8.680258800634096e+74,8.680258800634096e+74,2.946227893533373e+37,-0.9455828311734676,4,transformed_data__impute__pct_change__log_all__soft_clipping.csv
1071,LightGBM,4.0813776106056034e+41,4.081377610605621e+41,6.388566044587473e+20,-0.9455828311734676,4,transformed_data__impute__pct_change__log_all__soft_clipping.csv
1072,XGBoost,52037615724.13479,17238159275926.893,228117.5480407739,0.16620794039908227,1,transformed_data__impute__pct_change__log_all__soft_clipping.csv
1073,LightGBM,27371140679.76719,17090871725052.771,165442.2578417231,0.16620794039908227,1,transformed_data__impute__pct_change__log_all__soft_clipping.csv
1074,XGBoost,338965409108.475,490062575137.4627,582207.3592015777,0.15901117676011972,2,transformed_data__impute__pct_change__log_all__soft_clipping.csv
1075,LightGBM,103953221786.44777,636210407700.0688,322417.7752333884,0.15901117676011972,2,transformed_data__impute__pct_change__log_all__soft_clipping.csv
1076,XGBoost,58035024019228.78,12303141515067.729,7618072.198347084,-0.9897658830638842,3,transformed_data__impute__pct_change__log_all__soft_clipping.csv
1077,LightGBM,100266714123365.97,1352185024938.0413,10013326.825953798,-0.9897658830638842,3,transformed_data__impute__pct_change__log_all__soft_clipping.csv
1078,XGBoost,891699072953.5505,12515237878471.42,944298.1906969592,-0.999872868791058,4,transformed_data__impute__pct_change__log_all__soft_clipping.csv
1079,LightGBM,610551010664.8125,11388930889155.936,781377.6363992078,-0.999872868791058,4,transformed_data__impute__pct_change__log_all__soft_clipping.csv
1080,XGBoost,216061097915855.44,15686674069348.473,14699016.903039994,-0.9999832649222361,5,transformed_data__impute__pct_change__log_all__soft_clipping.csv
1081,LightGBM,44726957058898.15,16422148213800.318,6687821.548075139,-0.9999832649222361,5,transformed_data__impute__pct_change__log_all__soft_clipping.csv
1082,XGBoost,220918794.48693022,30829446683.59305,14863.33725940881,0.16354854292864968,1,transformed_data__impute__pct_change__log_all__soft_clipping.csv
1083,LightGBM,183095094.21042258,30721213941.384808,13531.263585135815,0.16354854292864968,1,transformed_data__impute__pct_change__log_all__soft_clipping.csv
1084,XGBoost,17323849004.29105,22938496653.565807,131620.09346711106,0.046251415343231905,2,transformed_data__impute__pct_change__log_all__soft_clipping.csv
1085,LightGBM,3533206362.18865,9569980148.69035,59440.78029592689,0.046251415343231905,2,transformed_data__impute__pct_change__log_all__soft_clipping.csv
1086,XGBoost,349497019158.9796,4998693636365.526,591182.7290770423,-0.8268107902222035,3,transformed_data__impute__pct_change__log_all__soft_clipping.csv
1087,LightGBM,198233415297.897,4367440350036.253,445234.11290903686,-0.8268107902222035,3,transformed_data__impute__pct_change__log_all__soft_clipping.csv
1088,XGBoost,6193660618902.167,13058021872907.283,2488706.6156745288,0.9999749187797526,4,transformed_data__impute__pct_change__log_all__soft_clipping.csv
1089,LightGBM,3958513635350.0776,9700049967809.844,1989601.3759922055,0.9999749187797526,4,transformed_data__impute__pct_change__log_all__soft_clipping.csv
1090,XGBoost,190806532928453.7,594350125293.6017,13813273.794740105,-0.9999935145699969,5,transformed_data__impute__pct_change__log_all__soft_clipping.csv
1091,LightGBM,401621776322717.94,48973310664642.72,20040503.394942902,-0.9999935145699969,5,transformed_data__impute__pct_change__log_all__soft_clipping.csv
1092,XGBoost,1.2199018669918955e+65,1.2199018669918955e+65,3.492709359497145e+32,0.014872067789954565,1,transformed_data__impute__pct_change__log_all__soft_clipping.csv
1093,LightGBM,3.0572031966837494e+32,3.057203167845683e+32,1.7484859726871558e+16,0.014872067789954565,1,transformed_data__impute__pct_change__log_all__soft_clipping.csv
1094,XGBoost,5.612238215190188e+36,5.612238215093495e+36,2.3690162969448284e+18,-0.23439380962235873,2,transformed_data__impute__pct_change__log_all__soft_clipping.csv
1095,LightGBM,5.8825209313210585e+41,5.8825209313210585e+41,7.66975940386728e+20,-0.23439380962235873,2,transformed_data__impute__pct_change__log_all__soft_clipping.csv
1096,XGBoost,4.3782459030259654e+88,4.3782459030259654e+88,2.0924258417028702e+44,-0.9623207236704745,3,transformed_data__impute__pct_change__log_all__soft_clipping.csv
1097,LightGBM,2.430116926844365e+82,2.430116926844365e+82,1.5588832306636584e+41,-0.9623207236704745,3,transformed_data__impute__pct_change__log_all__soft_clipping.csv
1098,XGBoost,2.366048636385897e+95,2.366048636385897e+95,4.864204597244956e+47,-0.9995312084109218,4,transformed_data__impute__pct_change__log_all__soft_clipping.csv
1099,LightGBM,4.7282836227302475e+90,4.7282836227302475e+90,2.1744616857351722e+45,-0.9995312084109218,4,transformed_data__impute__pct_change__log_all__soft_clipping.csv
1100,XGBoost,2.2377485998696907e+116,2.2377485998696907e+116,1.4959106256289814e+58,-0.9999922571932415,5,transformed_data__impute__pct_change__log_all__soft_clipping.csv
1101,LightGBM,3.771660659969392e+96,3.771660659969392e+96,1.9420763785107402e+48,-0.9999922571932415,5,transformed_data__impute__pct_change__log_all__soft_clipping.csv
1102,XGBoost,4.264040741542954e+159,4.264040741542954e+159,6.529962282848925e+79,0.4434960452570005,1,transformed_data__impute__pct_change__power__soft_clipping.csv
1103,LightGBM,1.89838755995994e+109,1.8983875665513337e+109,4.357048955382462e+54,0.4434960452570005,1,transformed_data__impute__pct_change__power__soft_clipping.csv
1104,XGBoost,2.2925672333723483e+80,2.2925672333723483e+80,1.5141225952254818e+40,-0.2569905364053491,2,transformed_data__impute__pct_change__power__soft_clipping.csv
1105,LightGBM,3.258538815274604e+71,3.258538815274975e+71,5.7083612493206875e+35,-0.2569905364053491,2,transformed_data__impute__pct_change__power__soft_clipping.csv
1106,XGBoost,1.5691963295653464e+54,3.532778419074363e+40,1.2526756681461274e+27,-0.6251862475700796,3,transformed_data__impute__pct_change__power__soft_clipping.csv
1107,LightGBM,1.5691967692365558e+54,7.245180052205596e+37,1.2526758436389501e+27,-0.6251862475700796,3,transformed_data__impute__pct_change__power__soft_clipping.csv
1108,XGBoost,1.0341693482616539e+62,1.0389637076444257e+62,1.0169411724685227e+31,0.14090724746672637,4,transformed_data__impute__pct_change__power__soft_clipping.csv
1109,LightGBM,6.233273353109098e+56,1.0320543246228067e+51,2.496652429376003e+28,0.14090724746672637,4,transformed_data__impute__pct_change__power__soft_clipping.csv
1110,XGBoost,6.805160050715288e+65,1.3017569436707197e+46,8.249339398227768e+32,0.04178060750170399,1,transformed_data__impute__pct_change__power__soft_clipping.csv
1111,LightGBM,6.804163357889074e+65,5.667082155167924e+60,8.248735271475909e+32,0.04178060750170399,1,transformed_data__impute__pct_change__power__soft_clipping.csv
1112,XGBoost,1.607922723913745e+50,2.513341076175707e+36,1.2680389283905068e+25,0.15951716467399252,2,transformed_data__impute__pct_change__power__soft_clipping.csv
1113,LightGBM,1.6079223218747978e+50,1.264422930449809e+25,1.268038769862656e+25,0.15951716467399252,2,transformed_data__impute__pct_change__power__soft_clipping.csv
1114,XGBoost,5.6885612803209385e+65,5.6885612803209385e+65,7.542255153679793e+32,0.9897061267006704,3,transformed_data__impute__pct_change__power__soft_clipping.csv
1115,LightGBM,4.493153636650875e+42,4.4802551278154065e+42,2.1197060259976795e+21,0.9897061267006704,3,transformed_data__impute__pct_change__power__soft_clipping.csv
1116,XGBoost,6.78819984114315e+90,6.78819984114315e+90,2.605417402479524e+45,0.2663146480679865,4,transformed_data__impute__pct_change__power__soft_clipping.csv
1117,LightGBM,4.2478644841186973e+95,4.2478644841186973e+95,6.517564333490462e+47,0.2663146480679865,4,transformed_data__impute__pct_change__power__soft_clipping.csv
1118,XGBoost,2.3762830202310957e+77,2.3762830202310957e+77,4.8747133456554096e+38,0.999997679242954,5,transformed_data__impute__pct_change__power__soft_clipping.csv
1119,LightGBM,1.3350456365879521e+83,1.3350456365879521e+83,3.653827632207015e+41,0.999997679242954,5,transformed_data__impute__pct_change__power__soft_clipping.csv
1120,XGBoost,1.8856112698003595e+137,1.9388731463750284e+137,4.342362570997912e+68,-0.45074891534963063,1,transformed_data__impute__pct_change__power__soft_clipping.csv
1121,LightGBM,2.428384568557701e+133,1.3508287597180474e+132,4.927864211357392e+66,-0.45074891534963063,1,transformed_data__impute__pct_change__power__soft_clipping.csv
1122,XGBoost,4.656726607242136e+164,2.506655144104614e+162,2.15794499634308e+82,0.43827892035452254,2,transformed_data__impute__pct_change__power__soft_clipping.csv
1123,LightGBM,5.365102919128526e+164,8.019023948009592e+137,2.316269181060035e+82,0.43827892035452254,2,transformed_data__impute__pct_change__power__soft_clipping.csv
1124,XGBoost,2.8626719487956365e+171,1.0920656936544102e+167,5.350394330136459e+85,-0.01983649422189128,3,transformed_data__impute__pct_change__power__soft_clipping.csv
1125,LightGBM,2.892976664121509e+171,2.3048632852354724e+165,5.37863985048405e+85,-0.01983649422189128,3,transformed_data__impute__pct_change__power__soft_clipping.csv
1126,XGBoost,5.694336437216603e+166,5.6943364387474276e+166,2.3862808797827224e+83,0.29017230106977915,4,transformed_data__impute__pct_change__power__soft_clipping.csv
1127,LightGBM,1.8841453668738688e+161,1.8841456453329482e+161,4.340674333411652e+80,0.29017230106977915,4,transformed_data__impute__pct_change__power__soft_clipping.csv
1128,XGBoost,2.2271008075262317e+76,1.4652927069472938e+56,1.4923474151571516e+38,0.04861440935448447,5,transformed_data__impute__pct_change__power__soft_clipping.csv
1129,LightGBM,2.2271007735281963e+76,1.3253456927014382e+60,1.4923474037663603e+38,0.04861440935448447,5,transformed_data__impute__pct_change__power__soft_clipping.csv
1130,XGBoost,2.6779988567943248e+26,2.9459552443923772e+26,16364592438537.309,-0.013088690621524568,1,transformed_data__impute__pct_change__power__soft_clipping.csv
1131,LightGBM,9.136567533181051e+26,1.0900744143494295e+25,30226755587030.92,-0.013088690621524568,1,transformed_data__impute__pct_change__power__soft_clipping.csv
1132,XGBoost,2.997812076270627e+18,939657016804676.9,1731419093.1922367,-0.23430708548792498,2,transformed_data__impute__pct_change__power__soft_clipping.csv
1133,LightGBM,2.997812076270627e+18,939657016804676.9,1731419093.1922367,-0.23430708548792498,2,transformed_data__impute__pct_change__power__soft_clipping.csv
1134,XGBoost,1.4098825620420192e+56,1.4098825620420192e+56,1.1873847573731183e+28,-0.9621031682369742,3,transformed_data__impute__pct_change__power__soft_clipping.csv
1135,LightGBM,3.750826745101863e+36,3.7508267452478404e+36,1.936705126007019e+18,-0.9621031682369742,3,transformed_data__impute__pct_change__power__soft_clipping.csv
1136,XGBoost,4.002685177703482e+43,4.0026853192239044e+43,6.32667778356341e+21,-0.9995311916015786,4,transformed_data__impute__pct_change__power__soft_clipping.csv
1137,LightGBM,9.859422548657849e+66,9.859422548657849e+66,3.1399717432897144e+33,-0.9995311916015786,4,transformed_data__impute__pct_change__power__soft_clipping.csv
1138,XGBoost,3.3278919717060685e+40,3.388142344741975e+40,1.824251071455371e+20,-0.9999914532527124,5,transformed_data__impute__pct_change__power__soft_clipping.csv
1139,LightGBM,4.683417282469967e+40,4.754842324805873e+40,2.1641204408419523e+20,-0.9999914532527124,5,transformed_data__impute__pct_change__power__soft_clipping.csv
1140,XGBoost,10608.172965399644,5822003261416.615,102.99598519068422,0.1582066380651481,1,transformed_data__impute__pct_change__robust__soft_clipping.csv
1141,LightGBM,10608.172965399644,5822003261416.615,102.99598519068422,0.1582066380651481,1,transformed_data__impute__pct_change__robust__soft_clipping.csv
1142,XGBoost,1.7043092479301085e+154,2.477722104381675e+149,1.3054919562870192e+77,0.04802413600302418,2,transformed_data__impute__pct_change__robust__soft_clipping.csv
1143,LightGBM,1.8097966120037088e+220,1.8097966120037088e+220,1.345286814030268e+110,0.04802413600302418,2,transformed_data__impute__pct_change__robust__soft_clipping.csv
1144,XGBoost,5.110896699694933e+201,5.110896699694933e+201,7.149053573512324e+100,0.703504275428733,3,transformed_data__impute__pct_change__robust__soft_clipping.csv
1145,LightGBM,1.1602018464644507e+115,9.275336405290189e+105,3.406173581108941e+57,0.703504275428733,3,transformed_data__impute__pct_change__robust__soft_clipping.csv
1146,XGBoost,1.6915165076721686e+17,8.522868653532999e+19,411280501.32144225,-0.9455023350618634,4,transformed_data__impute__pct_change__robust__soft_clipping.csv
1147,LightGBM,8.759655991726619e+43,8.759655991744671e+43,9.359303388461461e+21,-0.9455023350618634,4,transformed_data__impute__pct_change__robust__soft_clipping.csv
1148,XGBoost,inf,inf,inf,-0.9999996310609441,5,transformed_data__impute__pct_change__robust__soft_clipping.csv
1149,LightGBM,inf,inf,inf,-0.9999996310609441,5,transformed_data__impute__pct_change__robust__soft_clipping.csv
1150,XGBoost,1.9601360132800835e+23,306482347838253.8,442734233291.2696,0.04027153016132916,1,transformed_data__impute__pct_change__robust__soft_clipping.csv
1151,LightGBM,5.2948491930418236e+26,5.293629246524098e+26,23010539309285.7,0.04027153016132916,1,transformed_data__impute__pct_change__robust__soft_clipping.csv
1152,XGBoost,1.3483243540049782e+28,469228388520.9006,116117369674178.3,0.1595173166427381,2,transformed_data__impute__pct_change__robust__soft_clipping.csv
1153,LightGBM,1.3483243540006846e+28,469245292082.45734,116117369673993.42,0.1595173166427381,2,transformed_data__impute__pct_change__robust__soft_clipping.csv
