,Model Type,MSE Score,MSE Raw Score,RMSE Score,Data Correlation,CV round,File
481,LightGBM,831673.7712376144,5916843.026820595,911.9614965762614,0.9996610590151471,4,transformed_data__impute__deflate__pct_change.csv
482,XGBoost,2918919991.4613867,2596621872.6056023,54027.03019287092,0.9992384378641042,5,transformed_data__impute__deflate__pct_change.csv
483,LightGBM,34572518.12556492,16426460.463967882,5879.839974486118,0.9992384378641042,5,transformed_data__impute__deflate__pct_change.csv
484,XGBoost,217.3324353148454,2409.048687232218,14.742199134282695,0.9996306898122987,1,transformed_data__impute__deflate__pct_change.csv
485,LightGBM,133.90138125018774,1499.1042537435771,11.571576437555418,0.9996306898122987,1,transformed_data__impute__deflate__pct_change.csv
486,XGBoost,73.43494869516887,1995.3436056456221,8.569419390785404,0.9819908946238468,2,transformed_data__impute__deflate__pct_change.csv
487,LightGBM,36.84842340732449,2496.1425513856784,6.070290224307606,0.9819908946238468,2,transformed_data__impute__deflate__pct_change.csv
488,XGBoost,77.68119407750275,1382.9058361358282,8.813693554776156,0.9836456374791407,3,transformed_data__impute__deflate__pct_change.csv
489,LightGBM,5.951600310955213,1981.1493549380855,2.4395901932404986,0.9836456374791407,3,transformed_data__impute__deflate__pct_change.csv
490,XGBoost,85.33802693210588,171.66317200919244,9.237858352026507,0.9902828909024153,4,transformed_data__impute__deflate__pct_change.csv
491,LightGBM,10.898298627562875,329.1221908979477,3.3012571283622965,0.9902828909024153,4,transformed_data__impute__deflate__pct_change.csv
492,XGBoost,312.94234685274887,42.72729694669085,17.690176563639746,0.9959276659533571,5,transformed_data__impute__deflate__pct_change.csv
493,LightGBM,184.70986570505843,147.49608817358006,13.590800774974904,0.9959276659533571,5,transformed_data__impute__deflate__pct_change.csv
494,XGBoost,10.291721752999639,383.6582159433666,3.2080713447489972,0.999825517249108,1,transformed_data__impute__deflate__pct_change.csv
495,LightGBM,4.783700638268993,390.7520863534297,2.1871672634412285,0.999825517249108,1,transformed_data__impute__deflate__pct_change.csv
496,XGBoost,0.7960097407349715,1276.298763431046,0.8921937798118588,0.9998682047869611,2,transformed_data__impute__deflate__pct_change.csv
497,LightGBM,3.6756857106943124,1209.3230109081735,1.9172077901715068,0.9998682047869611,2,transformed_data__impute__deflate__pct_change.csv
498,XGBoost,0.18041254261243259,2727.1695000791065,0.4247499765890901,0.9941795540065741,3,transformed_data__impute__deflate__pct_change.csv
499,LightGBM,0.16336573895772424,2789.8675767187306,0.4041852780071588,0.9941795540065741,3,transformed_data__impute__deflate__pct_change.csv
500,XGBoost,1.1980456290747117,4194.251349484846,1.094552707307744,0.9997754093356027,4,transformed_data__impute__deflate__pct_change.csv
501,LightGBM,0.5873743765281977,4142.961602150804,0.7664035337393726,0.9997754093356027,4,transformed_data__impute__deflate__pct_change.csv
502,XGBoost,49.13832227364465,8822.565112779008,7.009873199541105,0.9999306463504855,5,transformed_data__impute__deflate__pct_change.csv
503,LightGBM,17.424404893269415,8344.08035286563,4.1742550105700795,0.9999306463504855,5,transformed_data__impute__deflate__pct_change.csv
504,XGBoost,112984.96694600108,232107.17935316986,336.13236521644427,0.9989635939091238,1,transformed_data__impute__deflate__pct_change.csv
505,LightGBM,47835.735270233556,136547.06723861472,218.7138204829168,0.9989635939091238,1,transformed_data__impute__deflate__pct_change.csv
506,XGBoost,447286.91321605584,1380153.9593926768,668.7951205085574,0.9614135191702841,2,transformed_data__impute__deflate__pct_change.csv
507,LightGBM,1349982.848166466,719857.918671354,1161.8876228648217,0.9614135191702841,2,transformed_data__impute__deflate__pct_change.csv
508,XGBoost,432369.58217815246,1950791.319129513,657.548159588446,0.8731868399812678,3,transformed_data__impute__deflate__pct_change.csv
509,LightGBM,197648.744955235,1309608.7936790069,444.5770405174282,0.8731868399812678,3,transformed_data__impute__deflate__pct_change.csv
510,XGBoost,224236.1476306526,335783.3455044363,473.5357933996675,0.9213085708684021,4,transformed_data__impute__deflate__pct_change.csv
511,LightGBM,269632.28169699974,314372.9980115727,519.2612846120917,0.9213085708684021,4,transformed_data__impute__deflate__pct_change.csv
512,XGBoost,129778.06522618739,211339.53797651693,360.2472279229743,0.28587552003769656,5,transformed_data__impute__deflate__pct_change.csv
513,LightGBM,43957.68799631604,143907.99984357783,209.66088809388373,0.28587552003769656,5,transformed_data__impute__deflate__pct_change.csv
514,XGBoost,2340.767183215098,2865.802486341722,48.381475620479975,0.9993319990643488,1,transformed_data__impute__deflate__pct_change__log_all.csv
515,LightGBM,74249.78136883743,77743.60203855223,272.48813069349904,0.9993319990643488,1,transformed_data__impute__deflate__pct_change__log_all.csv
516,XGBoost,3734.4200380431803,37721.25470036075,61.10990130938832,0.9999987690840756,2,transformed_data__impute__deflate__pct_change__log_all.csv
517,LightGBM,14971.149678852848,56296.6566915742,122.35664950811969,0.9999987690840756,2,transformed_data__impute__deflate__pct_change__log_all.csv
518,XGBoost,64.06670153448904,267491.5125436255,8.004167760266462,0.9755722503819562,3,transformed_data__impute__deflate__pct_change__log_all.csv
519,LightGBM,245.81023925495234,264020.44419289567,15.678336622708173,0.9755722503819562,3,transformed_data__impute__deflate__pct_change__log_all.csv
520,XGBoost,755635.6994812721,5675684.292073532,869.2730868267303,0.999661059015147,4,transformed_data__impute__deflate__pct_change__log_all.csv
521,LightGBM,828192.782611954,5911957.240856105,910.0509780292277,0.999661059015147,4,transformed_data__impute__deflate__pct_change__log_all.csv
522,XGBoost,133020354.8568971,82196717.06962141,11533.445055875418,0.9992384378641042,5,transformed_data__impute__deflate__pct_change__log_all.csv
523,LightGBM,4992239.818187576,19812624.058975846,2234.3320742869837,0.9992384378641042,5,transformed_data__impute__deflate__pct_change__log_all.csv
524,XGBoost,3416.778446663438,2549.2690256742862,58.45321587956849,0.9996306898122987,1,transformed_data__impute__deflate__pct_change__log_all.csv
525,LightGBM,1632.5046506138765,1412.8922774315217,40.40426525274128,0.9996306898122987,1,transformed_data__impute__deflate__pct_change__log_all.csv
526,XGBoost,1867.3418208567305,745.5812752788084,43.212750674502665,0.9819908946238468,2,transformed_data__impute__deflate__pct_change__log_all.csv
527,LightGBM,4454.174627071556,2278.727486404521,66.73960313840318,0.9819908946238468,2,transformed_data__impute__deflate__pct_change__log_all.csv
528,XGBoost,1154.9123108059864,1076.9019742819673,33.98400080634984,0.9836456374791407,3,transformed_data__impute__deflate__pct_change__log_all.csv
529,LightGBM,292.58871798178865,3204.2898197904447,17.10522487375681,0.9836456374791407,3,transformed_data__impute__deflate__pct_change__log_all.csv
530,XGBoost,2824.8355927314133,2062.0447252991826,53.14918242768569,0.9902828909024153,4,transformed_data__impute__deflate__pct_change__log_all.csv
531,LightGBM,210.4420791937307,733.6663499112676,14.50662190841585,0.9902828909024153,4,transformed_data__impute__deflate__pct_change__log_all.csv
532,XGBoost,42103.15695209653,37311.27525833657,205.19053816415737,0.9959276659533571,5,transformed_data__impute__deflate__pct_change__log_all.csv
533,LightGBM,2635.374445127122,3569.0576244524864,51.33589821097048,0.9959276659533571,5,transformed_data__impute__deflate__pct_change__log_all.csv
534,XGBoost,45.64307051046545,292.26184241202765,6.7559655498282,0.999825517249108,1,transformed_data__impute__deflate__pct_change__log_all.csv
535,LightGBM,28.08806968624453,301.4876208854956,5.299817891800107,0.999825517249108,1,transformed_data__impute__deflate__pct_change__log_all.csv
536,XGBoost,26.617428555371536,1029.985100951204,5.159208132588909,0.9998682047869611,2,transformed_data__impute__deflate__pct_change__log_all.csv
537,LightGBM,10.940131513197345,1117.689635383597,3.3075869623030845,0.9998682047869611,2,transformed_data__impute__deflate__pct_change__log_all.csv
538,XGBoost,5.968520983420997,2554.6743242026732,2.44305566523176,0.9941795540065741,3,transformed_data__impute__deflate__pct_change__log_all.csv
539,LightGBM,104.88279018772926,3727.780225180316,10.241229915773264,0.9941795540065741,3,transformed_data__impute__deflate__pct_change__log_all.csv
540,XGBoost,1.0293934291029976,4063.0335580001565,1.0145902764677954,0.9997754093356027,4,transformed_data__impute__deflate__pct_change__log_all.csv
541,LightGBM,1.154257882459776,4096.865892814003,1.0743639432053629,0.9997754093356027,4,transformed_data__impute__deflate__pct_change__log_all.csv
542,XGBoost,0.9896375446281761,7799.145279118608,0.9948052797548755,0.9999306463504855,5,transformed_data__impute__deflate__pct_change__log_all.csv
543,LightGBM,4.491204360454562,7986.814506759386,2.11924617740709,0.9999306463504855,5,transformed_data__impute__deflate__pct_change__log_all.csv
544,XGBoost,4976946.096795865,5373443.717287041,2230.9070121356167,0.9989635939091238,1,transformed_data__impute__deflate__pct_change__log_all.csv
545,LightGBM,717731.4376445177,748584.9242173207,847.1903196121388,0.9989635939091238,1,transformed_data__impute__deflate__pct_change__log_all.csv
546,XGBoost,251269.61129886363,4207932.582211601,501.26800346607365,0.9614135191702841,2,transformed_data__impute__deflate__pct_change__log_all.csv
547,LightGBM,3691895.861812371,2609357.8635410736,1921.4306809802874,0.9614135191702841,2,transformed_data__impute__deflate__pct_change__log_all.csv
548,XGBoost,18938382.90992798,24968865.464750268,4351.825238900107,0.8731868399812678,3,transformed_data__impute__deflate__pct_change__log_all.csv
549,LightGBM,1185111.596369912,1091138.791170222,1088.6283095574504,0.8731868399812678,3,transformed_data__impute__deflate__pct_change__log_all.csv
550,XGBoost,8590412.005803758,12869138.50297605,2930.9404643908683,0.9213085708684021,4,transformed_data__impute__deflate__pct_change__log_all.csv
551,LightGBM,4979906.983507795,8541131.10918584,2231.5705195014107,0.9213085708684021,4,transformed_data__impute__deflate__pct_change__log_all.csv
552,XGBoost,44360459.4583206,46388980.269316904,6660.364814206547,0.28587552003769656,5,transformed_data__impute__deflate__pct_change__log_all.csv
553,LightGBM,14696553.530928953,16177416.513635512,3833.6084216999725,0.28587552003769656,5,transformed_data__impute__deflate__pct_change__log_all.csv
554,XGBoost,15494353681.687794,2423308092319.404,124476.31775437364,-0.9993319990643483,1,transformed_data__impute__deflate__scale__pct_change__adf__cap__log_all.csv
555,LightGBM,1596494156.7724092,2255572706346.918,39956.15292758312,-0.9993319990643483,1,transformed_data__impute__deflate__scale__pct_change__adf__cap__log_all.csv
556,XGBoost,52840250666.95319,2195014152736.4277,229870.0734479223,-0.9999987690840757,2,transformed_data__impute__deflate__scale__pct_change__adf__cap__log_all.csv
557,LightGBM,71254305022.47481,2307365844069.112,266935.0202249132,-0.9999987690840757,2,transformed_data__impute__deflate__scale__pct_change__adf__cap__log_all.csv
558,XGBoost,125237456157.96346,2436898421783.012,353889.04498156405,-0.9755722503819554,3,transformed_data__impute__deflate__scale__pct_change__adf__cap__log_all.csv
559,LightGBM,107415661241.49411,2371663934401.861,327743.28557804826,-0.9755722503819554,3,transformed_data__impute__deflate__scale__pct_change__adf__cap__log_all.csv
560,XGBoost,66571023996.78005,2464791388370.507,258013.61203777613,-0.7652951643138104,4,transformed_data__impute__deflate__scale__pct_change__adf__cap__log_all.csv
561,LightGBM,13987867672.6694,2052252475038.984,118270.31610961983,-0.7652951643138104,4,transformed_data__impute__deflate__scale__pct_change__adf__cap__log_all.csv
562,XGBoost,491674921480.22534,3865647416474.2866,701195.351867242,0.9992384378641039,5,transformed_data__impute__deflate__scale__pct_change__adf__cap__log_all.csv
563,LightGBM,279717214971.8166,3246865722153.4956,528882.9879773187,0.9992384378641039,5,transformed_data__impute__deflate__scale__pct_change__adf__cap__log_all.csv
564,XGBoost,204314937215.07153,204313845337.50113,452012.0985273199,-0.2950792988486975,1,transformed_data__impute__deflate__scale__pct_change__adf__cap__log_all.csv
565,LightGBM,7034016.567207237,7279407.638759377,2652.1720470601517,-0.2950792988486975,1,transformed_data__impute__deflate__scale__pct_change__adf__cap__log_all.csv
566,XGBoost,1.4923500822715261e+18,1.4923534344622812e+18,1221617813.5045044,0.9819908946238478,2,transformed_data__impute__deflate__scale__pct_change__adf__cap__log_all.csv
567,LightGBM,13646214.388793876,34272.17135916159,3694.078286771123,0.9819908946238478,2,transformed_data__impute__deflate__scale__pct_change__adf__cap__log_all.csv
568,XGBoost,125577033042915.77,125577147786673.81,11206115.87673962,0.9402297366672556,3,transformed_data__impute__deflate__scale__pct_change__adf__cap__log_all.csv
569,LightGBM,57962.332441040126,352058.81612961437,240.7536758619484,0.9402297366672556,3,transformed_data__impute__deflate__scale__pct_change__adf__cap__log_all.csv
570,XGBoost,8018472647.922694,8021062029.984667,89545.9247979644,-0.09125174820601768,4,transformed_data__impute__deflate__scale__pct_change__adf__cap__log_all.csv
571,LightGBM,83830.21522894611,362.0619933927717,289.53448020735993,-0.09125174820601768,4,transformed_data__impute__deflate__scale__pct_change__adf__cap__log_all.csv
572,XGBoost,295994916.51902056,295819283.77278924,17204.502797785834,-0.6139376261455263,5,transformed_data__impute__deflate__scale__pct_change__adf__cap__log_all.csv
573,LightGBM,16010.525028639817,53555.51375428718,126.53270339576174,-0.6139376261455263,5,transformed_data__impute__deflate__scale__pct_change__adf__cap__log_all.csv
574,XGBoost,inf,inf,inf,0.0,4,transformed_data__impute__deflate__scale__pct_change__adf__cap__log_all.csv
575,LightGBM,inf,inf,inf,0.0,4,transformed_data__impute__deflate__scale__pct_change__adf__cap__log_all.csv
576,XGBoost,6.826004686668139e+226,5.117694196631643e+229,2.6126623751775008e+113,0.04773749856933931,5,transformed_data__impute__deflate__scale__pct_change__adf__cap__log_all.csv
577,LightGBM,4.206316375529808e+225,4.8405359111429385e+229,6.485612057107493e+112,0.04773749856933931,5,transformed_data__impute__deflate__scale__pct_change__adf__cap__log_all.csv
578,XGBoost,2.9466045482397636e+16,2.9466226212684812e+16,171656766.49173385,0.6131668482489884,1,transformed_data__impute__deflate__scale__pct_change__adf__cap__log_all.csv
579,LightGBM,35422703586906.79,35522036696517.09,5951697.5382580375,0.6131668482489884,1,transformed_data__impute__deflate__scale__pct_change__adf__cap__log_all.csv
580,XGBoost,2.2699044475860849e+18,2.2700397372476124e+18,1506620206.815933,-0.7834200656848412,2,transformed_data__impute__deflate__scale__pct_change__adf__cap__log_all.csv
581,LightGBM,1.2154623319933576e+17,1.2159198364848525e+17,348634813.5217362,-0.7834200656848412,2,transformed_data__impute__deflate__scale__pct_change__adf__cap__log_all.csv
582,XGBoost,4.330056007067688e+17,4.3300634675713856e+17,658031610.7200085,-0.5607570293026533,3,transformed_data__impute__deflate__scale__pct_change__adf__cap__log_all.csv
583,LightGBM,15730260323497.28,16249763100103.654,3966139.221396203,-0.5607570293026533,3,transformed_data__impute__deflate__scale__pct_change__adf__cap__log_all.csv
584,XGBoost,10118535395788.85,10118526249163.156,3180964.53859342,-0.09102688600799043,4,transformed_data__impute__deflate__scale__pct_change__adf__cap__log_all.csv
585,LightGBM,234662126257250.0,234662130227778.72,15318685.526416749,-0.09102688600799043,4,transformed_data__impute__deflate__scale__pct_change__adf__cap__log_all.csv
586,XGBoost,1.4635020931345594e+22,1.4635020880012764e+22,120975290581.77788,0.06509615096093908,5,transformed_data__impute__deflate__scale__pct_change__adf__cap__log_all.csv
587,LightGBM,1.1233245014780843e+22,1.1233244966959247e+22,105987003990.02155,0.06509615096093908,5,transformed_data__impute__deflate__scale__pct_change__adf__cap__log_all.csv
588,XGBoost,16036199566.940918,2431914928170.322,126634.116915391,-0.9993319990643483,1,transformed_data__impute__deflate__scale__pct_change__adf__log_all.csv
589,LightGBM,1596494156.7724092,2255572706346.918,39956.15292758312,-0.9993319990643483,1,transformed_data__impute__deflate__scale__pct_change__adf__log_all.csv
590,XGBoost,53330775462.25612,2196403756274.1655,230934.56965611735,-0.9999987690840757,2,transformed_data__impute__deflate__scale__pct_change__adf__log_all.csv
591,LightGBM,73165064817.36618,2320883261245.081,270490.4153890969,-0.9999987690840757,2,transformed_data__impute__deflate__scale__pct_change__adf__log_all.csv
592,XGBoost,124439060576.89742,2433630809407.9395,352759.2104777669,-0.9755722503819554,3,transformed_data__impute__deflate__scale__pct_change__adf__log_all.csv
593,LightGBM,111442389837.55527,2387141090877.2583,333829.88158275356,-0.9755722503819554,3,transformed_data__impute__deflate__scale__pct_change__adf__log_all.csv
594,XGBoost,489259940404.0637,2463911509547.184,699471.1862572065,-0.9630174687670525,4,transformed_data__impute__deflate__scale__pct_change__adf__log_all.csv
595,LightGBM,312682128300.64215,2076859402308.5676,559179.8711511728,-0.9630174687670525,4,transformed_data__impute__deflate__scale__pct_change__adf__log_all.csv
596,XGBoost,2049160143671.5037,111097347778.92055,1431488.7857302632,0.9992384378641039,5,transformed_data__impute__deflate__scale__pct_change__adf__log_all.csv
597,LightGBM,2049177229704.9636,107886913524.7836,1431494.7536421374,0.9992384378641039,5,transformed_data__impute__deflate__scale__pct_change__adf__log_all.csv
598,XGBoost,88393305516.26268,88393929998.82748,297310.11674052174,-0.29507929759605656,1,transformed_data__impute__deflate__scale__pct_change__adf__log_all.csv
599,LightGBM,7008155.045712468,7253384.927422051,2647.292021238395,-0.29507929759605656,1,transformed_data__impute__deflate__scale__pct_change__adf__log_all.csv
600,XGBoost,2.25630506533598e+25,2.256305066362698e+25,4750057963157.902,0.9819908946238478,2,transformed_data__impute__deflate__scale__pct_change__adf__log_all.csv
601,LightGBM,13645151.21125805,38479.78867584044,3693.934381016811,0.9819908946238478,2,transformed_data__impute__deflate__scale__pct_change__adf__log_all.csv
602,XGBoost,2997410046857672.5,2997410535146282.5,54748607.71615724,0.9402297366672556,3,transformed_data__impute__deflate__scale__pct_change__adf__log_all.csv
603,LightGBM,189076.94145583245,49088.0305980968,434.82978446264747,0.9402297366672556,3,transformed_data__impute__deflate__scale__pct_change__adf__log_all.csv
604,XGBoost,36387922684.03824,36393247287.7549,190756.18648955593,-0.09125174820601768,4,transformed_data__impute__deflate__scale__pct_change__adf__log_all.csv
605,LightGBM,51617.22160481045,198206.6919366971,227.19423761356813,-0.09125174820601768,4,transformed_data__impute__deflate__scale__pct_change__adf__log_all.csv
606,XGBoost,485117.7661344211,554511.3527621686,696.5039598842358,-0.6139376261455263,5,transformed_data__impute__deflate__scale__pct_change__adf__log_all.csv
607,LightGBM,554953.3412724134,612267.5252574574,744.9519053418237,-0.6139376261455263,5,transformed_data__impute__deflate__scale__pct_change__adf__log_all.csv
608,XGBoost,inf,inf,inf,0.0,4,transformed_data__impute__deflate__scale__pct_change__adf__log_all.csv
609,LightGBM,inf,inf,inf,0.0,4,transformed_data__impute__deflate__scale__pct_change__adf__log_all.csv
610,XGBoost,2.1430801659200693e+226,4.954657082727063e+229,1.4639262843190123e+113,0.04773749856933931,5,transformed_data__impute__deflate__scale__pct_change__adf__log_all.csv
611,LightGBM,7.396445970401921e+228,1.7413086959229985e+229,2.7196407796622554e+114,0.04773749856933931,5,transformed_data__impute__deflate__scale__pct_change__adf__log_all.csv
612,XGBoost,2.2205101304143996e+16,2.2205269022940344e+16,149013762.13002607,0.6131668482489885,1,transformed_data__impute__deflate__scale__pct_change__adf__log_all.csv
613,LightGBM,35422703586906.79,35522036696517.09,5951697.5382580375,0.6131668482489885,1,transformed_data__impute__deflate__scale__pct_change__adf__log_all.csv
614,XGBoost,6.483845424856063e+18,6.484042237493967e+18,2546339613.0241666,-0.7834200656848412,2,transformed_data__impute__deflate__scale__pct_change__adf__log_all.csv
615,LightGBM,3.694411185670403e+20,3.6944209863619995e+20,19220851140.546307,-0.7834200656848412,2,transformed_data__impute__deflate__scale__pct_change__adf__log_all.csv
616,XGBoost,2.0932173385615593e+18,2.093218278195708e+18,1446795541.3815594,-0.5607570293026533,3,transformed_data__impute__deflate__scale__pct_change__adf__log_all.csv
617,LightGBM,336440284503565.75,337794553173623.06,18342308.59252907,-0.5607570293026533,3,transformed_data__impute__deflate__scale__pct_change__adf__log_all.csv
618,XGBoost,54701172956.12249,54701929068.60627,233882.8188562009,-0.08968635657240263,4,transformed_data__impute__deflate__scale__pct_change__adf__log_all.csv
619,LightGBM,5.037113714965738e+22,5.037113712782872e+22,224435151323.62262,-0.08968635657240263,4,transformed_data__impute__deflate__scale__pct_change__adf__log_all.csv
620,XGBoost,4.721000139340101e+25,4.721000139053394e+25,6870953455918.691,0.06509615096093908,5,transformed_data__impute__deflate__scale__pct_change__adf__log_all.csv
621,LightGBM,9.555350093923531e+24,9.555350092674883e+24,3091172931740.237,0.06509615096093908,5,transformed_data__impute__deflate__scale__pct_change__adf__log_all.csv
622,XGBoost,18964030312.06236,2467929571889.829,137709.9499384934,-0.9993319990643483,1,transformed_data__impute__deflate__scale__pct_change__log_all.csv
623,LightGBM,6768988798.474922,2340801773212.843,82273.86461370903,-0.9993319990643483,1,transformed_data__impute__deflate__scale__pct_change__log_all.csv
624,XGBoost,66259074500.39808,2282666749868.5493,257408.38078896748,-0.9999987690840757,2,transformed_data__impute__deflate__scale__pct_change__log_all.csv
625,LightGBM,79163151669.3356,2369084812000.23,281359.4705520602,-0.9999987690840757,2,transformed_data__impute__deflate__scale__pct_change__log_all.csv
626,XGBoost,121396154167.83362,2419394036622.4663,348419.50887950236,-0.9755722503819554,3,transformed_data__impute__deflate__scale__pct_change__log_all.csv
627,LightGBM,95371788625.90892,2319185716218.515,308823.2320048298,-0.9755722503819554,3,transformed_data__impute__deflate__scale__pct_change__log_all.csv
628,XGBoost,430993950757.41473,2323491554633.1367,656501.2953204394,-0.9630174687670525,4,transformed_data__impute__deflate__scale__pct_change__log_all.csv
629,LightGBM,370778380494.5211,2285813152209.661,608915.7417036622,-0.9630174687670525,4,transformed_data__impute__deflate__scale__pct_change__log_all.csv
630,XGBoost,404276081732.61005,3577516688516.6167,635827.0847743198,0.9992384378641039,5,transformed_data__impute__deflate__scale__pct_change__log_all.csv
631,LightGBM,1196685536977.2905,232302232585.09528,1093931.2304607134,0.9992384378641039,5,transformed_data__impute__deflate__scale__pct_change__log_all.csv
632,XGBoost,26558283037.014347,26557750917.084076,162967.12256468894,-0.29507929759605656,1,transformed_data__impute__deflate__scale__pct_change__log_all.csv
633,LightGBM,4298823.483310322,4507728.198535238,2073.3604325611896,-0.29507929759605656,1,transformed_data__impute__deflate__scale__pct_change__log_all.csv
634,XGBoost,1.012299695042279e+26,1.0122996952433555e+26,10061310526180.37,0.9819908946238478,2,transformed_data__impute__deflate__scale__pct_change__log_all.csv
635,LightGBM,104001347784098.12,104037350834940.22,10198105.10752356,0.9819908946238478,2,transformed_data__impute__deflate__scale__pct_change__log_all.csv
636,XGBoost,2919336176950600.5,2919336641432604.5,54030881.69695735,0.9402297366672556,3,transformed_data__impute__deflate__scale__pct_change__log_all.csv
637,LightGBM,130502.61165431382,50674.613113740925,361.2514521137788,0.9402297366672556,3,transformed_data__impute__deflate__scale__pct_change__log_all.csv
638,XGBoost,1013206186209.8818,1013231865111.3622,1006581.4354585931,-0.09125174820601768,4,transformed_data__impute__deflate__scale__pct_change__log_all.csv
639,LightGBM,17257090.649208948,17525844.62155989,4154.165457611065,-0.09125174820601768,4,transformed_data__impute__deflate__scale__pct_change__log_all.csv
640,XGBoost,780042008.1618166,779656344.1004268,27929.23214414991,-0.6139376261455263,5,transformed_data__impute__deflate__scale__pct_change__log_all.csv
641,LightGBM,86030.81455768239,150958.9719150866,293.3100996516867,-0.6139376261455263,5,transformed_data__impute__deflate__scale__pct_change__log_all.csv
642,XGBoost,4724516.101701993,35718335.908525005,2173.595201895236,-0.9998255172491082,1,transformed_data__impute__deflate__scale__pct_change__log_all.csv
643,LightGBM,748334.4747422084,12470265.211316785,865.0632778833051,-0.9998255172491082,1,transformed_data__impute__deflate__scale__pct_change__log_all.csv
644,XGBoost,32245763.334584218,57944150.263995215,5678.5353159581755,-0.9998682047869616,2,transformed_data__impute__deflate__scale__pct_change__log_all.csv
645,LightGBM,4266095.5882429285,13900130.116002614,2065.452877274843,-0.9998682047869616,2,transformed_data__impute__deflate__scale__pct_change__log_all.csv
646,XGBoost,2015522652.1139657,2015482520.9489856,44894.57263538618,-0.214064128123343,3,transformed_data__impute__deflate__scale__pct_change__log_all.csv
647,LightGBM,246178001.667451,246586196.0195431,15690.060601140169,-0.214064128123343,3,transformed_data__impute__deflate__scale__pct_change__log_all.csv
648,XGBoost,140004331.97211966,548501243.6080946,11832.342624016585,0.9997754093356025,4,transformed_data__impute__deflate__scale__pct_change__log_all.csv
649,LightGBM,115445565.15655722,183533940.96853843,10744.559793521428,0.9997754093356025,4,transformed_data__impute__deflate__scale__pct_change__log_all.csv
650,XGBoost,31917439.047043424,355523852.9333343,5649.552110304269,0.9999306463504857,5,transformed_data__impute__deflate__scale__pct_change__log_all.csv
651,LightGBM,59914602.210114196,148119424.72764796,7740.45232593769,0.9999306463504857,5,transformed_data__impute__deflate__scale__pct_change__log_all.csv
652,XGBoost,1162784945589769.0,1162985773048248.5,34099632.631302185,0.7588513871092495,1,transformed_data__impute__deflate__scale__pct_change__log_all.csv
653,LightGBM,37860079841.060684,93040699446.10706,194576.66828543623,0.7588513871092495,1,transformed_data__impute__deflate__scale__pct_change__log_all.csv
654,XGBoost,2.381986166212189e+16,2.388218216026229e+16,154336844.79774067,-0.9614135191702841,2,transformed_data__impute__deflate__scale__pct_change__log_all.csv
655,LightGBM,384126724208.9488,174919432542.05188,619779.5771150811,-0.9614135191702841,2,transformed_data__impute__deflate__scale__pct_change__log_all.csv
656,XGBoost,5.3198278234102616e+16,5.324315339252298e+16,230647519.46227953,-0.8965777289874306,3,transformed_data__impute__deflate__scale__pct_change__log_all.csv
657,LightGBM,67634414409039.91,75305658559451.69,8224014.494700256,-0.8965777289874306,3,transformed_data__impute__deflate__scale__pct_change__log_all.csv
658,XGBoost,29781061423.338078,18290.61701131528,172571.90218380882,-0.20612467978199236,4,transformed_data__impute__deflate__scale__pct_change__log_all.csv
659,LightGBM,1469241351530.7886,1476534322002.5767,1212122.6635661873,-0.20612467978199236,4,transformed_data__impute__deflate__scale__pct_change__log_all.csv
660,XGBoost,69952556850096.23,76987999831541.38,8363764.5142660625,0.2858755200376965,5,transformed_data__impute__deflate__scale__pct_change__log_all.csv
661,LightGBM,1.0160086450576364e+20,1.0160581346261664e+20,10079725418.173038,0.2858755200376965,5,transformed_data__impute__deflate__scale__pct_change__log_all.csv
662,XGBoost,3644.278396065559,3644.2783960655643,60.36785896539283,0.9999999999999999,1,transformed_data__impute__log_all.csv
663,LightGBM,3669.8666904239226,3669.866690423928,60.579424645864066,0.9999999999999999,1,transformed_data__impute__log_all.csv
664,XGBoost,46731.786943441046,46731.78694344097,216.17536155501404,1.0,2,transformed_data__impute__log_all.csv
665,LightGBM,65648.34307654928,65648.34307654922,256.2193261183654,1.0,2,transformed_data__impute__log_all.csv
666,XGBoost,47732.95207900771,47732.95207900769,218.47872225690014,1.0,3,transformed_data__impute__log_all.csv
667,LightGBM,55659.38433451195,55659.384334511946,235.92241168340058,1.0,3,transformed_data__impute__log_all.csv
668,XGBoost,4684517.139305684,4684517.139305685,2164.3745376680267,1.0,4,transformed_data__impute__log_all.csv
669,LightGBM,4567389.366254427,4567389.366254427,2137.1451439372167,1.0,4,transformed_data__impute__log_all.csv
670,XGBoost,1071400.3477653575,1071400.3477653575,1035.0847055991878,0.9999999999999998,5,transformed_data__impute__log_all.csv
671,LightGBM,18150309.933053203,18150309.933053203,4260.318055386617,0.9999999999999998,5,transformed_data__impute__log_all.csv
672,XGBoost,1322.2284294318229,1322.2284294318226,36.36245906744789,1.0,1,transformed_data__impute__log_all.csv
673,LightGBM,1241.5541415503176,1241.5541415503174,35.23569414032193,1.0,1,transformed_data__impute__log_all.csv
674,XGBoost,413.6722729117567,413.6722729117572,20.338934901114087,1.0,2,transformed_data__impute__log_all.csv
675,LightGBM,96.41714250514069,96.41714250514059,9.81922311107863,1.0,2,transformed_data__impute__log_all.csv
676,XGBoost,1475.021736950881,1475.021736950881,38.40601172929677,1.0,3,transformed_data__impute__log_all.csv
677,LightGBM,1353.4525324624717,1353.452532462472,36.78929915698954,1.0,3,transformed_data__impute__log_all.csv
