Date,FEDFUNDS,GDP,CPIAUCSL,CUSR0000SAH1,CPILFESL,PCE,PRFI,PNFI,EXPGS,HOUST,DSPI,DGS2,DGS5,DGS10,AAA,BAA,WTISPLC,IMPGS,GCE,FGCE,GDPCTPI,PCEPI,PCEPILFE,PAYEMS,UNRATE,INDPRO,CUMFNS,M1,M1V,M2,VIXCLS,BAMLH0A0HYM2,BAA10Y,BAMLC0A4CBBBEY,BAMLC0A1CAAAEY,T10YIE,T5YIE,DGS3MO,DGS30,BAA10YM,MORTGAGE30US,RSXFS,TCU,UMCSENT,NETEXP,PI,PPIACO,M1REAL,M2REAL
2003-01-31,0.8064758658669484,9.321445963039304,5.21275947818639,5.358941988364472,5.264760583019194,8.928282454274623,6.400994714986966,7.195709314448624,6.912942800495842,7.5251007461258,9.020268861722167,1.000631880307906,1.3912819026309295,1.6094379124341003,1.969905654611529,2.122261538862764,3.52459425980608,7.3333255829870705,7.683868582178652,6.6767357937649034,4.350045651318704,4.359282435193288,4.37248122183035,11.779749002851904,1.916922612182061,4.523275514487692,4.317309430906853,7.11085937495862,2.307373609725843,8.666182000252242,3.471034341250935,2.2289385528257473,1.425515074273172,1.9387416595767009,1.673351238177753,1.0331844833456545,0.9122827104766162,0.7839015438284094,1.814824742159051,1.4586150226995167,1.9315214116032138,12.495868731879137,4.343463805067755,4.423648309364701,,9.13681223168747,4.914858338702487,6.511893907016668,8.064605028738889
2003-02-28,0.5962864465738632,2.334409194892756,1.8274790802318357,1.8499359935105373,1.8350228830525352,2.2954849324751994,2.001130285762685,2.104801242349774,2.0683674446186453,2.127795336106316,2.3046907534155623,0.656596935953885,0.8353524217578405,0.9359709626716894,1.0779814827827727,1.1271717427044086,1.527663318564381,2.119958730653929,2.1620059637080384,2.040892319155456,1.677232701341759,1.6796036547987587,1.6815433400369024,2.5477796671558015,1.0755215413706298,1.709194139897236,1.6707739457512347,2.0946136094484165,1.1947273328471069,2.26925172612127,1.4865875416842589,1.1751348889556048,0.8909575997495958,1.0612895015621775,0.9606635094384516,0.7316029768882519,0.6989308785261883,0.5788028441978895,1.0278633259124825,0.8860439035975186,1.0700245047748609,2.601253668513355,1.6761721313006959,1.6851414640142153,,2.3162383179363784,1.7802926570353128,2.0169416222412604,2.204457033345003
2003-03-31,0.4661466035206588,1.204424313080155,1.0394778717465887,1.0472705753830924,1.0420500087706093,1.1928067555918473,1.0992895162979068,1.1332890663413324,1.1211836823931793,1.142519563530657,1.195483736292942,0.502272616331898,0.6128855958878252,0.6656680170569631,0.7299740132797627,0.752693682465076,0.9216591635832511,1.137798189410699,1.151358842522838,1.1127310755063424,0.9848679048682852,0.9858449435926789,0.9865025879329931,1.2662862509597954,0.7302124673395967,0.9964699249316836,0.9824406459775742,1.1297207905051303,0.7854862717288974,1.1846800480050272,0.909471219068657,0.7665596590303331,0.6280233149343593,0.7238377337617381,0.6748282795604356,0.5352342718995394,0.5189993713317903,0.45006601537802493,0.7072753857466563,0.6334263766190819,0.7304504016962303,1.2816411002780286,0.9842234591930179,0.9857344247929134,,1.1989511286481869,1.024106522721778,1.10421094522975,1.1646085792590166
2003-04-30,0.38368289602036104,0.7905451431892854,0.7125880383659647,0.7165201597003975,0.7139542095359408,0.7852243363664689,0.7419055914819921,0.7577910277684933,0.7520395919791827,0.7611113077566245,0.7864510744933947,0.4069790390907158,0.48065113428951217,0.5116992196934829,0.5459997703533931,0.5600427471221032,0.6453675947360811,0.7598070478922484,0.7661569011623445,0.7481165321145098,0.6856055165803217,0.685985712962959,0.6864137980887712,0.8181382921611443,0.5496051325127768,0.6911724576776704,0.6840699495322148,0.7561287265880404,0.5794772894046762,0.7815564859137236,0.6313202256752897,0.5552438460159583,0.4772583238164141,0.5388790218285967,0.513851870996901,0.42386620825735816,0.4018384799707017,0.3716090832430358,0.5365880934722961,0.4821136363958018,0.5467102660693729,0.8248739719611361,0.6850229974993876,0.6894941580048519,,0.7880131749405052,0.7041884754467959,0.7441995333205462,0.7724011554701771
2003-05-31,0.32474870957059454,0.5825734542776425,0.5379791350682729,0.5403727120567294,0.5388363129473157,0.5795601965179255,0.5552231736969476,0.5641226710017964,0.5608516752602077,0.5665830682265769,0.5802786765334634,0.32983135579897865,0.37658658748941853,0.40399112169364104,0.4305286951737308,0.4411581002636381,0.4978528950263345,0.5652457174933929,0.5688362509743675,0.5585748552904756,0.5221624726201854,0.5223268379893837,0.5226336335530316,0.5978138837121332,0.43885820393910724,0.5254153014835313,0.5212255145116836,0.5632600606139736,0.4570260782367962,0.5775735864534783,0.4866508862447632,0.4442789220433489,0.3924819466249567,0.4255729492940824,0.40831223332934014,0.34658928174493786,0.32474870957059454,0.3107443329496036,0.42533235880705994,0.39147507444379925,0.43146960443821175,0.6015139778073247,0.5217803904757116,0.5257798887321037,,0.5811517320957817,0.5330762383697967,0.5564937631037439,0.5724409691999983
2003-06-30,0.27890255622966414,0.4590868080684062,0.4304808232864886,0.4320244079592827,0.43103187616441524,0.45717812042860395,0.44178642603010393,0.44736348757383193,0.4452982246015058,0.44930237966379244,0.4576192379393224,0.28452207556974696,0.32332675969967656,0.3416185243836177,0.3561273572817636,0.3643747066440017,0.4056723418052638,0.4480828553624577,0.450352870451851,0.4437864331481507,0.4201576315601773,0.4202545785092309,0.4204489907860423,0.4686362693429504,0.36500126345125283,0.42228370520596276,0.4195816548003491,0.44684458339834543,0.3764056008893892,0.4559177634785975,0.39658191300443174,0.3640260719152253,0.33036438909883126,0.3545738025923175,0.3432709042968286,0.2991810660714253,0.2910149435918353,0.25921389039928694,0.3531938142781586,0.33126626208716686,0.3581916321104379,0.47098420132777624,0.4199038213418023,0.42216659364462145,,0.4581742219383619,0.42738419364918984,0.4425005614446845,0.452657859545508
2003-07-31,0.2349136537825833,0.37783453875399375,0.3580347176010005,0.3591090471933794,0.35841080683219817,0.3765268725613019,0.36599932919739125,0.3697727760900453,0.3683808486848731,0.37115133366470193,0.3768539787748411,0.26627535222769183,0.29226572963927916,0.3015998235481778,0.30746196934336373,0.3124260940669315,0.34053274564860636,0.37027908322383285,0.37182175224619884,0.3672879624693431,0.3507866840002893,0.3508639643872876,0.35099660990021664,0.3843341220640331,0.31073846978073694,0.35231033606611695,0.35039561620450527,0.3694057702529768,0.3195255317963862,0.37566315736517386,0.33400369718183154,0.30835000779942207,0.2820875912795054,0.3076129597599947,0.3009767765870845,0.27295239817569117,0.26492137470200294,0.2291404114601042,0.3055488616537818,0.2830074369371456,0.30960630470449874,0.3859544576484215,0.3506407980447401,0.352301710086459,,0.37719765779852876,0.3558261762578321,0.36638795350435066,0.373412382304319
2003-08-31,0.2119629752584494,0.32052864554749166,0.30606213100267926,0.30683912170165223,0.3063210137793811,0.3195934373899626,0.31196048236557333,0.31466783700604845,0.3136878989729431,0.3155422209348741,0.3198258189989759,0.23903864206934408,0.25703095554899136,0.2633831581668241,0.26951902823246904,0.27296721652946654,0.2933255351416869,0.31504964304237004,0.3161523328763745,0.3128562856209989,0.30070064215238623,0.3007680251457932,0.30085042188161387,0.3252188531981748,0.2702648940442567,0.3018002679926698,0.30036624977121024,0.31441034842108234,0.27734132823367735,0.31896210188908125,0.2876502061403145,0.26797139736529746,0.24697635127878273,0.26804912595869124,0.26278781907364923,0.2426495083238253,0.23977048770234147,0.2089939332501791,0.2679323718077516,0.24824495668056565,0.27097139055880554,0.3264142730149997,0.3005654434071019,0.3016892125402593,,0.32006252894156706,0.30442379493105004,0.31218067707813496,0.31731334047724347
2003-09-30,0.19144733300178032,0.2780421466212311,0.2670300537076325,0.2676187795329502,0.267216911223758,0.27732406527493453,0.27156834087466647,0.2735976297209035,0.27288548469814916,0.2743837901382275,0.27748458116833846,0.20610824510197626,0.22436989043061775,0.23154124781212507,0.2381895299615079,0.2408765595687392,0.2563748306184204,0.27390482261297,0.27472311285635237,0.2722310481197579,0.2629131075422018,0.2629716839005616,0.2630256882931464,0.28157856369256834,0.23922545670873938,0.26378124721175816,0.2626931392718067,0.2733827761116567,0.24483853733075192,0.27683801708441674,0.254585886926839,0.23757091063630922,0.2218368418664639,0.23554950159562024,0.23081739895919945,0.21521472846706804,0.21293665705244738,0.18935828993126028,0.2368507477164877,0.22133927690034985,0.23890915679723673,0.28247297554991835,0.2628350741103362,0.2635692883718019,,0.2776873204455665,0.2657777030016857,0.27168238800159816,0.275577345813928
2003-10-31,0.17516881431515388,0.24533629018036537,0.2366720877449356,0.2371504043925682,0.2368280791311976,0.24476984730826706,0.24028110030287714,0.24184943342740436,0.24132189846207483,0.24248956351943657,0.24489855940318137,0.19291094978572862,0.2049988840593359,0.20967572425904363,0.21360388373991246,0.21571058455014686,0.22865671473173435,0.24211458014925735,0.24273816345904148,0.2407932566409365,0.23342965106955904,0.23346796756055663,0.23351801223743449,0.24809396306464257,0.21427436837121216,0.2341136650363479,0.23325330897676425,0.241674922780837,0.21904037875706003,0.24438339848487534,0.22427837196155562,0.21100308567719128,0.19855493102682514,0.21227603079335025,0.20882288740634122,0.19891678994414674,0.19549849768350117,0.1726735095383876,0.21262058574891787,0.19926933863098864,0.21414443745142547,0.24878486802542715,0.23336570753710467,0.2340281822152118,,0.24505721124447738,0.23570719227466394,0.2403443853250958,0.2433981737665781
